,text,date,name,profile_link,helpful_votes,reviews_count,hearts,idea_lists,rank
85,el telefono me funconó bien 10 días . Luego estuvo con la posibilidad de comunicarme por wp pero no pude recibir no realizar llamadas.El departamento técnico de apple diagnosticó falla del rutter.He resulto devolverlo en más o menos un mes que estaré en Miami para poder enviar por correo seguro  el aparato dado que desde Uruguay me parece menos seguro.Agradezco a Amazon la rápida respuesta y la aceptación de mi reclamo y el reemboslo del dinero.," December 28, 2018",Isabel Dieste Friedheim,https://www.amazon.com/gp/profile/amzn1.account.AGJXMV6TX5V3EOPE4Y35FCGEBRXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,1,0,0,63277988
86,"Received phone quickly, and a note in the package said ""This device is 100% UNLOCKED and will be compatible with most GSM carriers"".  In fact, it's a locked Asian phone under the carrier Japan KDDI.  After big pain to figure issues out with all parties involved: my carrier T-Mobile, AT&T store, Amazon support, Apple support, the root cause was identified.  Eventually, I have to return the phone."," June 26, 2019",A customer,https://www.amazon.com/gp/profile/amzn1.account.AGMHMQHGRSY7DKDBIRUJVMXLVX4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,1,0,0,11091340
87,"I've bought two of these, but not for a good reason... the first one I got from a seller named BuySPRY and unfortunately it looks like they don't repair the phones they work on correctly. I didn't really take concern about this until after I spilled a glass of water on my table, some of which went onto the phone. These phones are rated IP67 water resistant, but this particular phone repaired by BuySPRY was not properly sealed.If you do a little research you find these phones require you to remove all the old adhesive between the phone screen and the phone chassis and install a fresh new one; this is one of the primary things maintaining water resistance among a few other details. Anyway this phone clearly had not had its screen adhesive replaced, there was chunks of it exposed going around the edges of the screen - which left just enough of a gap for water to ingress.The big sad thing here is this happened I'm not kidding one day after the 90 warranty ended. I contacted the seller to inform them of the problem and asked if they could do anything. They didn't at all seem concerned their phone wasn't repaired correctly, nor did they offer any form of compensation for their poorly repaired device.So I ended up buying a new one, from a different seller named Hybrid IT. It has been over a month now and I so far have had a good experience. The first phone I got had a poor health battery as indicated in iPhone battery information. I contacted the seller about it; and they immediately corrected the problem. They sent me another phone which has a 100% battery. So far this phone has been perfect and I haven't had any issues with it. I also can clearly see the screen adhesive looks like it is brand new. Hopefully this one will hold out.Moral to the story, if you at all find anything concerning with your purchase of an Amazon renewed phone... don't hesitate, don't take chances... get them to make it right. Some of us are more picky than others, but my main concerns on repaired phones are the water tight seal and the health of the battery. It is going to be very difficult to find a perfect condition used phone, so you have to pick what you care about most. Good luck!"," March 7, 2020",gregom,https://www.amazon.com/gp/profile/amzn1.account.AEGTIXIJ4WVIARRZJHJ34OWVMOHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"1,081",97,0,0,13512
88,I am very happy with my reconditioned phone. Although the battery health rating is only 98%. Other than that everything is working well and it was in perfect condition. No scratches at all. Fingers crossed that it will keep on working. The price for the 256GB was the best I found. Shipment was super fast. Thank you! I am a happy customer.," July 3, 2018",Barbara S.,https://www.amazon.com/gp/profile/amzn1.account.AFEH6FXFWGYS7L6MVMWF3S5D2CAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,59,159,0,0,1038873
89,"The phone was beautiful!  My daughter loaded her apps and contacts onto the phone, connected it to WiFi, and was excited to start using the phone.  She could access some apps, such as FaceTime, but only while on WiFi.  The phone would not connect to cellular data.  When she took it to Verizon, she was told that the iPhone 7 is notorious for having this problem.  We've had the phone 24hrs now and MyWit quickly issued a RMA.  I would have rather exchanged the phone but that was not an option.  I looked at the MyWit inventory and the phone was available for sale, but it was more expensive.  So, it's now 1 week until Christmas and my $320 is tied up with MyWit until they issue a refund (2-3 days after receipt) which means she won't have a Christmas present.  -_-Update:  Phone sent back today.  The RMA / return label were confusing though.  On the instructions, it says the ""return address"" isATTN: Amazon Sales3640 Sandhurst DriveSuite AYork, PA 17406However, the return label is addressed to a Lewisville Texas address.* I'll update again after MyWit receives the phone."," December 18, 2018",Carrie Lynn Mullen,https://www.amazon.com/gp/profile/amzn1.account.AHNTPNHE745EE6B3LDDQJ55IEKSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,16,15,0,1,6741423
90,"I bought this iPhone for my daughter because spending $700 to $800 on something a teenager will shove in their back pocket, sit on, drop, and generally destroy is completely foolish. She's had it a few weeks now and everything seems to work fine, except there does not seem to be a way to mute the click of the camera. Muting and turning the volume all the way down don't work. You have no idea how annoying it gets when you can't turn it off."," April 2, 2019",SG,https://www.amazon.com/gp/profile/amzn1.account.AG3AAPOT7JVOSXIXQCDEWJUDCYYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,2,0,0,12685952
91,"I dropped my old phone in the water when I went kayaking this weekend.  So I was in market for a new phone, went with the Iphone 7 for the best value and the water resistance rating of IP67.  It was sent to me with two day shipping, via USPS arrived in my mailbox. I had it set up with no issues through AT&T within 10 minutes.  THIS IS AT&T GSM ONLY PHONE.  Which was clearly labeled in the description.  A major concern for people is the how much has the battery been used or depreciated from prior use.  You can find this out in Iphone settings very easily.  My arrived with 91% of full capacity.  Which when you consider it is a 2-3 year old used/renewed product, that is great.  It came with an installed screen protector.  Which great because I also want one on there but have a lot of trouble putting them on without air bubbles.  Lighting cable and genic charger were also included.  Very pleased to have my phone back up and running on the first try.  I think that everyone is a little intimated about buying used phones, mixed reviews, bad reviews.  I couldn't be happier with this purchase.  I'll write a follow up review after I have had it for 6-8 months after having it to show how the battery and phone hold up.(Over a year later addition to review.)  This came with a screen protector applied which at the time thought okay the seller slapped on a cheap screen protector cool.  I have always used a otterbox defender series case because I am that guy, the guy who drops everything all the time.  I decided to lean up so as to be more comfortable in my pocket and travels.  I went with the Commuter series by Otterbox.  It took a drop after using it for about year, I thought that i had cracked the screen, when i felt the corner it had dropped on it had little sharp pieces of glass on it.  So i have been going with the thought process that i cracked the screen and the screen protector is keeping the screen attached and in tact.  So for the last serval Months I assumed that it was just a matter of time until the crack grew and the phone screen was eventually be on its way out.  Today i picked at the corner a little bit just to see what would happen.  As i pull up, it cracks further, as I look its actually all the screen protector itself.  It was on of those really nice like glass screen protectors that the seller or vendor had put on and it ended up saving my phone in the long run.  So that little extra ended up saving the day and when I bought it i didn't even know it was there for the most part.  Excellent thanks for have that preinstalled, who knows what could have happened if i had lagged on that."," July 3, 2019",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGIPOAAQP6L6MPHH6PPM56GQR57A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,92,37,0,1,308265
92,I'm still within my 90 warranty from Amazon Renew.  The unit arrived well packed and I cannot find ANY blemishes or scratches on this iPhone 7.  It was reset to factory settings so migration from my iPhone 5 was simple.  Battery life so far appears to be good.I'll update this if there are issues within 90 days.," December 11, 2019",Danny Fixit,https://www.amazon.com/gp/profile/amzn1.account.AFZZY3YIZKQ5S43Z6VXPOGX2G3WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,512,155,0,0,150765
93,"This phone is definitely worth the price. My phone came looking brand new without a scratch on the screen or the back. I know that some other people have reviewed phones that have come with scratches all over them, but mine wasn’t like that. It also has all the buttons and systems working perfectly, including the fingerprint reader. That being said because of the price that means you have to make a few compromises. My battery health is only at 85% so the battery does not last as long as a brand new phone(only about 5 hours), but it still lasts pretty well for me. Also the camera shutter sound cannot be disabled on my phone and that may be because my phone is from Korea or Japan where the shutter sound cannot be disabled. I thought that my phone would be coming with a lightning cord power adapter(dongle?) like other Apple phones because the wording in the description was a little confusing, but instead it came with a different cord. It also does not come with headphones so so I had to buy them separate. My phone also came about a week later than expected but I think that was more to blame on the mail shipping service. I would say that as long as you are willing to make some compromises for the price that this phone is worth it. I felt a little nervous buying a pre-owned phone without seeing it first and felt like it was a little bit of a gamble, but it was worth the risk."," May 27, 2020",BILLY,https://www.amazon.com/gp/profile/amzn1.account.AFWYQSKBUDU6QM4CVI2PCMW4QZYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"1,474",309,0,0,3118
94,"I WANT TO THIS REFUND OR GET NEW ONE(with no error) ASAP.Hello. I received this iPhone 7 on June 24.I bought UNLOCKED PHONE. Because I will use this phone in the US when I come back to school. (Now I am Korea, summer vacation)I bought UNLOCKED PHONE. (NEW PHONE)BUT I CANNOT USE THIS PHONE.When I put my Korean USIM, “No Service” sign shows up.I already visited the LG U+ (Mobile center like AT&T) TWICE, I bought the new USIM. It didn’t work. I change the information about my phone to use the mobile service of the LG U+.Also, I called several times to Korean Apple Store. They tried  to fix this situation. They said this is the problem of iPhone 7. (What I bought from amazon.) They said I need to pay more than $500 to fix this.It was a waste of time, waste of money.Also, the cell phone's battery wears out quickly.It takes too much time to turn on the phone.I WANT TO REFUND THIS ASAP.Or If you have the new phone (with no error) please send it to me ASAP!!!!Also, I don’t want to pay shipping fee when I refund this iPhone."," June 26, 2019",Eunyoung Sung,https://www.amazon.com/gp/profile/amzn1.account.AGH3ICE2JZ3D4FJEN22BQZCZL7FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,3,0,0,10920506
95,"I read the good and bad reviews but was hopeful in purchasing this phone, after all you (supposedly) can get your money back if the phone doesn’t work. The phone seemed good enough upon setup. I didn’t think much of the strong glue smell upon opening the box. However, the battery would go from 70%+ to dead with minimal use; I was not even streaming movies or music. Then the screen detached from the frame on one side, and I could see into the phone. It smelled strongly of that same glue smell that I noticed when unboxing the phone.The seller approved my refund. I shipped the phone back with tracking. It was delivered to them over two weeks ago, but I still haven’t gotten my refund, and the seller hasn’t replied to my message inquiring about the refund.There are good and bad reviews on here. Be warned. It’s not worth the risk if you can’t get your money back if you get a dud."," February 27, 2019",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHRVPBYP2O7WGCU6TUUBPUU76MGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,6,0,0,11730956
96,"Starting off, when i first received the phone it had a lot of labels on the packaging, exterior plastic and on the device itself, all with different mismatching info on them. One label for a 32GB iPhone 7, and 2 other labels for a 128GB iPhone 7 (which I ordered the 128GB model..), besides this little confusing part, I still got what I paid for, an iPhone 7 128GB. Presentation of device was fine, I didn't like the sheet of glass that was added onto my phone so that was quickly taken off. With sheet of glass off (or glass screen protector) there are some minor scuffs all around the glass of the device... which is to be expected, it's used (no s--- sherlock). Battery health upon arrival (July 10th 2020) reported 92% health remaining, which to my expectations was pretty f------ awesome ESPECIALLY for the fact that this is being sold as a renewed device. Needless to say the battery is degrading quick... also expected, but even though I have the more power intensive features turned off it's still degrading at a quick pace. I mean $49 to have apple replace a phone battery? Why not? Currently battery health reports 89% max capacity as of September 2nd 2020."," September 2, 2020",Nextarkid122,https://www.amazon.com/gp/profile/amzn1.account.AE5SEYN4NXYTONVY6HAGSQQVSNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,36,0,0,2605400
97,"I am LIVID.I purchased this product despite negative reviews regarding the quality of their phones due to more recent positive reviews, leading me to believe perhaps they'd learned from previous bad transactions to perform every necessary quality assurance test prior to shipping their product to the buyer.With this product being a PHONE, one would think the most basic check this seller couldve done would have been to make absolutely sure this phone was able to make phone calls.First, it took 3-5 ninutes just to boot up. It was stuck on the white apple logo screen that entire time, my first indication that I was mistaken for having given this seller my benefit of the doubt.Once fully loaded, I do that very basic test one does when they acquire a new phone - I attempted a phone call.There was absolutely no audio in the receiver and on top of that, the speaker phone button was greyed out and unable to be selected as an option.So I checked all the volume settings and tried it again to no avail.I restart the phone and still no audio.I googled the problem and much to my dismay discovered that this is a common HARDWARE issue with the iphone 7s and it requires opening up tbe phone and using a soldering iron on the audio chip; in other words, not a simple software solution I can perform myself.For the life of me I cannot fathom why after so many negative reviews regarding the quality of their phones this seller would choose to not do elementary quality tests before shipping to customers or why theyd send me a defective phone that I cannot use. I am beyond upset."," June 7, 2019",Stephanie S.,https://www.amazon.com/gp/profile/amzn1.account.AENWIBRVBLH7U6S7BF5CFVOOIIVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,94,12,0,0,1348582
98,I have gotten a Japanese or Korean phone and I’m in the states. My camera shutter sound will not turn off because it’s illegal there to have the shutter sound off.  The phone will not stop glitching and crashes a lot. It looked like it was in great condition but it was not.," May 15, 2018",veronica,https://www.amazon.com/gp/profile/amzn1.account.AGGY5IKDQLEBLWDOOY76DYJAKAHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,1,0,0,14348661
99,"The phone(iPhone7 - 256GB - black) came with a fried modem. Within 24 hours an alert saying “Carrier Update Failed” popped up. After that I had no bars, instead it was replaced with “No Service” and a warning icon.Besides the defective internals, The outer casing and glass were in good condition. Only minor nicks in the aluminum from the previous owners case.I’m currently sending the phone to Apple for the iPhone “No Service” repair program, as it is still eligible."," February 15, 2019",Jacob,https://www.amazon.com/gp/profile/amzn1.account.AFNMHUK565M2OKWKOU4SCTJ7ENZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,18,0,0,4023368
100,"My Apple IPhone 7 blk 128GB stopped working after 6 months of purchasing it from this SELLER TRADEMORE.I found out that my model qualified under the Apple repair program for the ""No Service"" flaw and Apple will fix affected devices free of charge under the no service replacement plan.Affected devices were manufactured between September 2016 and February 2018, and sold in China, Hong Kong, Japan, Macao, and the US. If your iPhone fits this timeline, you'll next want to match the model number. In China, model numbers A1660 and A1780 were affected. Hong Kong, Macao, and the US will be model number A1660, and Japan will have model number A1779.I submitted my phone to Best Buy geek squad and they sent the phone to apple on 2/16/2020 for repair or replacement and they responded on 3/9/2020 stating that the phone was deemed to be ""tampered"" and was sent back unrepaired. They also sent a letter stating "" Our technicians carefully inspected the product you sent to us. They determined that the product is ineligible for service, so we're returning it to you now. The reason your product isn't working is because of unauthorized modifications that were made to it. Our warranty doesn't cover issues caused by unauthorized modifications.I contacted the seller TRADEMORE and they responded saying:We provide a 90 day warranty for our devices from the date it was purchased. Unfortunately, your device exceeds the warranty window and we cannot provide a refund.I'm now left without a working iPhone 7 covered under any warranty because the seller is conducting unauthorized modifications that disqualifies the phone under Apples warranty and is now considered tampered. I should have gotten a replacement IPHONE 7 from APPLE since this model was an affected model. I believe the seller was aware of this warranty issue and is scamming buyers not aware of the manufacture defect. Please beware of this seller moving forward!!!!!!!!!!! Shady business practice!"," March 12, 2020",Nick B,https://www.amazon.com/gp/profile/amzn1.account.AH3UJPKPRR4DB3VQUJAG2GZK7EIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,10,4,0,0,34042169
101,"I purchased this as a gift for Christmas. It came early, was in perfect condition. Look like a new phone. My wife loves it. I am with Sprint, had no issue installing the SIM card myself and chatting with Sprint to have it registered to my account. This was a great deal. Thank you, Amazon. I saved $400 buying this with your satisfaction guarantee, I felt confident that I would have no issue and I didn’t have a one. I may buy one for myself. Instead of a new phone for $700-800 USD."," December 30, 2018",Robert Wieber,https://www.amazon.com/gp/profile/amzn1.account.AESH3VBQVFZE3NOELVTXCOW2AX7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,15,17,0,0,5976771
102,"this is my second buy from this seller. light scratches on top of the frame. No dents any where. Crystal clear screen. Battery service health is 83% which is much better than my last purchase of 76% (same seller) . Sim tray rubber is bit loose, tends to stick out when closing tray. Had to carefully push the rubber in while pushing the tray. Tmobile sim works fine. Updated to latest ios smoothly. Good responsive touch. Sound, camera and microphone all are in great shape (as new). Would highly recommend to buy from this seller. Just watch out for battery service health, you don't want to spend another $$$$ replacing battery few months after buy."," April 1, 2019",Paksarhad,https://www.amazon.com/gp/profile/amzn1.account.AEI4LNNVPN6UL2QUHIP65H5DGNDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,61,56,0,0,420894
103,"Iphone 7 was a good phone, until the software crashed for no reason. Apple (scammers they have become) pushed an update that caused my phone to go into recovery mode. After days of trouble shooting and discussing with apple,  I still have no phone. Apple would like me to pay $150 and hour to asses the hardware & software of the phone. They have stated this phone was most likely not refurbished correctly, and this is why it died out of no where. (either hardware not from apple was used, hardware was damaged & still refurbished) So, Buyer beware! These ""refurbished"" phones may not actually work for any reasonable length of time.To be clear, this phone was 100% functional with no issues until  it could not take the update & restore. It had been in a lifeproof case since leaving the sellers box. NO damage of any kind."," July 31, 2020",K. H.,https://www.amazon.com/gp/profile/amzn1.account.AEBKGVWACZEUFLLWZL4B2DW5ASJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,397,202,0,0,36779
104,"Was a little concerned by some reviews stating this was not compatible with Verizon, this one stated that it was CDMA / GSM compatible, so took the chance - and glad I did!  It took about 10 minutes to login to Verizon account, provide the info they needed about the new phone and make the switch from my old android phone to this new (refurbished) Apple phone  - easy-peasy.  Also, as a refurbished phone, I was expecting it to have a few dings, scratches ... when I inspected it out of the box - not even 1 scratch or ding on it!  Very clean - it looks brand new!  The only thing that indicates it was pre-owned / refurbished was that it already had a screen protector on it, which I wanted anyway and now did not have to buy or hassle with putting it on.  So, overall and hopefully without jinxing my wonderful new phone (knock on wood), this was one of the best purchases I have ever made on Amazon - the phone is fantastic, works and looks great and I DID NOT have any compatibility issues with Verizon."," August 30, 2019",KJ,https://www.amazon.com/gp/profile/amzn1.account.AGSMSP4IBR2V2FK7J6IXTXPIQSHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,1,0,0,12153259
105,"This phone was advertised as being completely unlocked and useable on all mobile provider networks . IT IS NOT! I have Verizon. When I spent a few hours trying to get the phone set up I could tell something was wrong. The phone partially worked but consistently dropped calls, and would not connect to the internet. In addition, the phone was advertised as having 80% or better battery life. This phone when received had only 78%. When I took the phone to my mobile provider, they told me that the phone WAS NOT totally unlocked and that it was originally sold by ATT. As such it will not work properly on the Verizon network. Everything about this phone was a lie!"," March 19, 2020",BigPappiG,https://www.amazon.com/gp/profile/amzn1.account.AG3WON5OW3YW24DMZB253GSA6MEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,2,0,0,59188742
106,I have to say that i took a huge risk in buying this phone being in a recession and on top of all of the horrible reviews. But im glad i did i needed a new phone i use android and was thinking about switching to iphone but didn't want to spend a ton of money for a test run BECAUSE I CAN'T AFFORD TOO! like most of you.... But i did it anyways because of the return policy. Just got my phone in today shipping came super fast 4 days and it came with a charger right away i found out that my sim card was too big because i have metropcs so i was worried about the switch but i took it in and they had no problem switching it over SUUUUPER HAPPY! I will update if i have any problems. But so far it was a GREAT BUY!," April 14, 2020",Joseph K Ripoyla,https://www.amazon.com/gp/profile/amzn1.account.AF27J5GKTVWTCRGQXXWM4ZOOFQLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,19,45,0,0,77536751
107,"I just got it for two hours, so the review would be changed after a couple of days using.1. It is pre-owned. no scratch, but wear can be seen around the back camera, speaker and mute button.2. The model is A1779, which is a Japanese version. Due to the Japanese law, it cannot be mute (even you turn off the sound) when taking photos... it really annoying me, it is a basic requirement in my mind... I really did not expect Amazon would ship me a Japanese version... so -1 star.3. The battery is not healthy. It shows 79% maximum capacity in the battery report. Compares to my own IPhone7+ which has been used for almost years, it is 86%. so -1 star.4. Extremely hot... I'm not sure whether it is a common issue for IPhone7, but this one got extremely hot when I recover all apps from icloud. will keep monitoring it and update the result later."," August 19, 2019",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHS4VKJSBANYTZIE4WSQRODAKAWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,22,5,0,0,8873420
108,"My phone was having issues with the microphone, so I could not make calls.  I thought I could delay getting a brand new phone by getting one refurbished.  This phone was in worse condition than my phone.I had issues with the home button only working sporadically.  I could not take a screen shot.  The phone features worked, but everything else was so random.  Between the apps shutting down and the camera not always working it was just not good enough to use for the price I paid."," October 25, 2019",C Wahlman,https://www.amazon.com/gp/profile/amzn1.account.AE4ACJAS2JESKVSTFEGR77WFC2NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"2,221","1,512",0,0,2782
109,"This review is for the Amazon ""Renewed"" program product iPhone 7 256 GB gold phone sold by JemJem & Amazon Renewed...Battery was shot.  Came completely depleted of its charge.  If you Google information on lithium ion batteries, you'll find that letting it go completely dead is a really bad thing.  The sad thing about ""renewed"" products (as opposed to Apple's own ""certified pre-owned) is that the battery isn't changed out. JemJem is particularly guilty of leaving the product in a vulnerable condition.  Apple puts a will put a new shell and battery on its refurbs.Device's screen had noticable scuff pits but when the screen is illuminated, I don't see deformation of the graphics.  As soon as you put a screen protector on it, those defects will show...  There was an inconsequential scuffing on corners but that was tolerable.  Dirty too.  Damage was easily visible at arm's length.I fully charged the iPhone 7, disconnected the power and let it sit with no functions (no Wi-Fi, no SIM card, no use, screen off).  The battery stayed at 100% for nearly 3 hours...Within 15 minutes of web news reading (no video or animated ads, etc.) The indicator was down to 89%. The battery is a bust.The Apple battery condition indicated a MAXIMUM battery capacity of 80%.  Not a minimum. The description of the Renewed products made 80% sound like a hardline minimum.I see documentation that the refurbishment (renewal) was done 12/09/2019. Just short of 3 months of my receipt.  With a shut off phone, the battery drops to 0?  That's a bad harbinger!I guess you can just plan on taking the phone you just bought to the Apple Store and pay an additional $50 for a new battery...  I'm on a budget but stuck.Also, there was dirt in the ring silencer area and around the bottom speaker holes. I was grossed out and wiped it with electronic device cleaner. Groooooossss! The charger looked a little rough but my kid won't be putting that up to her face..This was my first Amazon and Apple (renewed) purchase...  Pretty disappointing. Having bought a handful of Amazon Warehouse Returns in past years, it was hit and miss. This was definitely a miss,  One final tip...  DO NOT BE DESPERATE like we were.  If I had an additional week to buy, I wouldn't have messed around and rejected this minutes after seeing the quick battery drop.*Update:  A few days have passed... Amazon will be getting a call...  This experience will solidify my distrust of their ""renewed"" program and the vendors involved..."," March 6, 2020",WeInSC,https://www.amazon.com/gp/profile/amzn1.account.AGIZPJCD62ZLF7UW6EX4K2C6AYLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,762,197,0,0,19862
110,"just received the iphone 7 and it physically looks great, but when powered on gave me no setup instructions and continued to say ""no service"" Called Verizon and they told me this model the A1660 has been recalled by apple for continually saying NO SERVICE. I have a tight budget and I need a phone in case of medical emergencies and I am so frustrated that after spending over $200 I am unable to use the phone In received..... buyer beware :("," January 3, 2020",Mary,https://www.amazon.com/gp/profile/amzn1.account.AGCLCC6F3GNPTQ4FLHWHZS37TKSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,24,0,0,5801096
111,"I am not always the most comfortable with purchasing refurbished phones..however, I decided to give it a shot. The phone came in a box with the charger and wall plug. The phone is in good condition. I have tested out the speakers and the phone itself looks clean. I have not seen any problems with it soo far. But will update it after giving it some time. So far the phone is great! It is unlocked and worked perfectly with Tmobile."," January 16, 2019",KELLY,https://www.amazon.com/gp/profile/amzn1.account.AEZUQO546RKGHN7WKC3UMLIQUHUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,78,77,0,0,281953
112,"DON'T BUY IT!!! Great price, I know, but after about a day and a half of it being in use, it completely stopped picking up signal. It now just says ""Searching"" on the top left. I tried everything I could, including bringing it to the T-Mobile store. There is absolutely nothing that can be done to fix it and I have to return it. Total waste of time and money."," June 15, 2018",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHFBL73TIQTLO2S7HUOFIPJQA3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,4,0,0,8435429
113,"I bought this product on May 30th this year. I wasn't looking for a top of the line product, and was expecting maybe a blemish or two.When I received the iPhone 7 I was happy to see that it was in like-new condition, save one small scratch on the metal ring around the rim of the device.It worked perfectly for about 3 and 1/2 months. After 3 1/2 months, it suddenly stopped charging, and then the phone died, and it still won't charge, and won't boot. I have tried all of the normal troubleshooting for this problem, but nothing works. The lightning port seems to be in good shape, and the device was never dropped, and never exposed to liquid or heat.I decided to look on Amazon for the return/credit policy but it just so happens that the Renewed warranty is a 90-day policy. I don't want to be a conspiracy theorist, but it feels a little too close to the timing of my device failure to be a coincidence. I feel robbed, I payed $231 to use an old iPhone for 3 months.I would consider changing my review if I was contacted by support with a replacement device, but as of now I am extremely disappointed and would not order from this company again."," September 27, 2019",Benjamin Marek,https://www.amazon.com/gp/profile/amzn1.account.AHN7X5P446FOODQV66AQEDI6ZZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,2,0,0,13895602
114,Im only giving it a three star because the item came in with a good exterior condition and i cam able to do normal functions with the added issue where the screen would randomly start selecting things after pressing the screen a few number of times (aka: play a game).  So i took it to a electronics repair store and they claimed that it needed a new digitizer so i looked up how much that would cost to  buy and it turned out that it cost as much as shipping it back.  So i just bought another screen assembly and am waiting for the item to come through.," April 21, 2018",amazon dude,https://www.amazon.com/gp/profile/amzn1.account.AE3QIDBA3MHRQTRDAZMX6U77KZCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,8,0,0,12996106
115,This is not certified refurbished but a used phone. The phone died yesterday after using it for a few weeks. The serial number when entered into Apple shows the warranty expires in October not like a full year which a certified refurbished phone would be. Do not buy from here as they have not owned up to any responsibility for the sale.," July 20, 2017",Marco A.,https://www.amazon.com/gp/profile/amzn1.account.AG6PDMMFFXZ4PMFIFOUOJYAFQKXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,15,1,0,0,17355982
116,"This phone worked ok for the few months but after three mouths of light use it started to malfunction, calls disconnecting microphone not working and phone shutting down. When I contacted the seller they stated that it was past the 90 day and that’s it. Horrible service they should be taken off Amazon. If your looking for a phone for 300 dollars that lasts three months these people have you covered other wise please save your money and get it from a reputable buyer, I assumed they were since they were on amazon. SAVE YOUR MONEY AND GO ELSEWHERE!!!!"," May 28, 2019",Alexander Dotzman,https://www.amazon.com/gp/profile/amzn1.account.AGLOOFX4ZUG7QVKKN2AHNHFZJQ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,1,0,0,13240789
117,"I don't normally write negative reviews, because I understand mistakes get made, but this is a different story. I ordered a 128GB Jet Black iphone 7, when it arrived 2 days later it was actually a 128GB Rose Gold iphone 7. Not a huge problem, because I just needed a cheap-ish phone to replace my old iphone that broke.2nd issue, the battery showed at 66% usable life and needed to be serviced. According to the Amazon Renewed information, all phones will be shipped with a minimum of 80% usable battery remaining. Literally holds a charge for about an hour or two.3rd issue, discovered a dead spot on the screen at the bottom right in the middle, making it impossible to select anything. Again, Amazon Renewed states all phones are inspected and in full working order. Missing a large dead spot on the screen makes it seem like the phone was not inspected at all.Beware buying Amazon Renewed. I was given piece of mind by the guarantees laid out in the quality of the phones, however the reality is that is just not the case."," October 17, 2019",Jgolf249,https://www.amazon.com/gp/profile/amzn1.account.AHUPYK6J2XS7KJBPGZ55M6PZJTLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,2,0,0,13610042
